,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
330,Other,T3,Independent,Other,Preservation,Trust,1M+,2793433,0
331,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
332,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
333,Other,T3,Independent,C1000,Preservation,Trust,1-99999,324268,1
334,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
335,INDEPENDENT ELECTRICAL CONTRACTORS INC,T3,Independent,C2000,Preservation,Trust,1-99999,343650,1
336,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
337,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
338,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
339,Other,T3,Independent,C1200,Preservation,Association,0,5000,1
340,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
341,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,497726,1
342,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
343,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
344,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
345,UNIVERSITY OF FLORIDA ALUMNI ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
346,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
347,DISABLED AMERICAN VETERANS AUXILIARY INC,T4,CompanySponsored,C1000,ProductDev,Association,0,5000,1
348,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
349,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
350,Other,T3,Independent,C1200,Preservation,Trust,1-99999,28993,1
351,Other,T3,Independent,C1000,Preservation,Trust,1-99999,118358,1
352,Other,T3,Independent,C2000,Preservation,Trust,1-99999,2257305,1
353,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
354,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
355,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
356,TUSKEGEE AIRMEN INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
357,Other,T3,Independent,C2000,Preservation,Association,0,5000,1
358,KIRKWOOD SCHOOL DISTRICT PARENT TEACHER ORGANIZATIONAL COUNCIL,T3,CompanySponsored,C2000,ProductDev,Trust,1-99999,64723,0
359,Other,T3,Independent,C1200,Preservation,Trust,1-99999,403069,1
360,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
361,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
362,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
363,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
364,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
365,Other,T3,Independent,C1000,Preservation,Association,1-99999,5000,0
366,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
367,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
368,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
369,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
370,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
371,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
372,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,8120,0
373,Other,T3,Independent,C2000,Preservation,Trust,1-99999,329188,1
374,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
375,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
376,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
377,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
378,KIDS ENJOY EXERCISE NOW,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,5000,1
379,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
380,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
381,UNITED OSTOMY ASSOCIATIONS OF AMERICA INC,T3,CompanySponsored,C1200,CommunityServ,Association,0,5000,1
382,AMERICAN YOUTH FOOTBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
383,Other,T6,Independent,C2000,ProductDev,Trust,0,5000,1
384,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
385,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
386,Other,T3,Independent,C1000,Preservation,Trust,1-99999,6960,1
387,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
388,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,180240,1
389,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
390,ALABAMA FEDERATION OF WOMENS CLUBS,T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
391,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
392,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
393,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
394,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
395,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
396,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
397,Other,T3,Independent,C1200,Preservation,Association,0,5000,1
398,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,47901,0
399,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
400,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
401,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,23322,1
402,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
403,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
404,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
405,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
406,Other,T3,Independent,Other,Preservation,Trust,100000-499999,102050,1
407,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
408,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
409,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
410,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
411,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
412,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
413,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
414,Other,T3,Independent,C1000,Preservation,Trust,1-99999,25846,1
415,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,10935786,1
416,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
417,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
418,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
419,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
420,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
421,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
422,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
423,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
424,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
425,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
426,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
427,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
428,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
429,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
430,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
431,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
432,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
433,Other,T3,Independent,C1000,Preservation,Co-operative,0,5000,1
434,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
435,Other,T3,Independent,C1000,Preservation,Trust,1M+,1562336,1
436,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,281725,0
437,AMERICAN IRIS SOCIETY,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
438,Other,T3,Independent,C1000,Preservation,Association,100000-499999,122937,1
439,Other,T3,Independent,Other,Preservation,Trust,1-99999,12753,0
440,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
441,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
442,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
443,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
444,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
445,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
446,Other,T3,Independent,C1000,Preservation,Trust,1-99999,410463,1
447,Other,T3,Independent,C1000,Preservation,Trust,1-99999,38286,0
448,Other,T3,Independent,C3000,Preservation,Trust,1-99999,22527,0
449,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
450,Other,T3,Independent,C1200,Preservation,Trust,1-99999,47129,1
451,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
452,CLEARCREEK I S D SUPPORT GROUPS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
453,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,966422,1
454,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
455,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
456,Other,T3,Independent,C2000,Preservation,Trust,1M+,718228,1
457,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
458,HEARING LOSS ASSOCIATION OF AMERICA INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
459,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
460,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
461,Other,T3,Independent,C2000,Preservation,Trust,1M+,2461713,0
462,Other,T3,Independent,C2000,Preservation,Trust,1M+,876484,0
463,Other,T3,Independent,C1000,Preservation,Trust,1-99999,14698,1
464,Other,T3,Independent,Other,Preservation,Trust,100000-499999,110885,1
465,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
466,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
467,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
468,Other,T3,Independent,Other,Preservation,Trust,1-99999,11659,1
469,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
470,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
471,CLIPPED WINGS UNITED AIR LINES STEWARDESS ALUMNAE & FLIGHT ATTEND,T3,CompanySponsored,C1000,Preservation,Co-operative,0,5000,0
472,TENNESSEE ORDER OF THE EASTERN STAR,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
473,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
474,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
475,Other,T3,Independent,C1000,Preservation,Trust,1-99999,64075,0
476,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,78769,0
477,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
478,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
479,Other,T3,Independent,C2000,Preservation,Trust,1M+,2908673,1
480,EXECUTIVE WOMENS GOLF ASSOCIATION INC,T6,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
481,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,216643,0
482,Other,T3,Independent,C2000,Preservation,Trust,1-99999,16221,1
483,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,0
484,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
485,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
486,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,140950,1
487,JOSHUA INC,T3,CompanySponsored,C1200,Preservation,Trust,1M+,3676333,0
488,Other,T3,Independent,C2000,Preservation,Trust,1-99999,5000,1
489,Other,T3,Independent,C1000,Preservation,Trust,1-99999,30079,1
490,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
491,Other,T3,Independent,C1000,Preservation,Association,1-99999,5000,0
492,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
493,Other,T4,Independent,C2000,ProductDev,Association,0,5000,0
494,JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
495,Other,T3,Independent,C2100,Preservation,Trust,1-99999,9390,1
496,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,98931,1
497,ARIZONA FEDERATION OF GARDEN CLUBS,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
498,Other,T3,Independent,C1000,Preservation,Association,1-99999,12509,0
499,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1-99999,20770,0
500,Other,T19,Independent,C1000,ProductDev,Association,0,5000,1
501,Other,T4,Independent,C1000,ProductDev,Association,1-99999,118386,1
502,Other,T3,Independent,C1200,Preservation,Trust,1-99999,120281,1
503,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
504,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1-99999,6209,0
505,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,71609,0
506,SAN RAMON VALLEY EDUCATION FOUNDATION,T3,CompanySponsored,C1000,CommunityServ,Trust,100000-499999,155956,0
507,INFRAGARD NATIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
508,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
509,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,176563,0
510,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
511,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,977905,1
512,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
513,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
514,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
515,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
516,Other,T3,Independent,C1200,Preservation,Trust,1-99999,64035,0
517,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
518,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
519,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
520,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
521,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
522,DISABLED AMERICAN VETERANS,T4,CompanySponsored,C3000,ProductDev,Association,1-99999,34914,0
523,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
524,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
525,LOUSIANA GARDEN CLUB FEDERATION INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
526,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
527,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
528,AMERICAN COLLEGE OF PHYSICIANS SERVICES,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,0
529,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
530,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
531,WOMENS OVERSEAS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
532,AMERICAN CHEMICAL SOCIETY,T3,CompanySponsored,Other,Preservation,Association,1M+,1019926,1
533,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
534,Other,T5,Independent,C3000,ProductDev,Co-operative,1-99999,1202409,0
535,Other,T3,Independent,C1000,Preservation,Trust,1-99999,540615,1
536,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
537,Other,T3,Independent,C1000,Preservation,Trust,1M+,2205817,1
538,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
539,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,13201,0
540,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
541,Other,T3,Independent,C2000,Preservation,Trust,1-99999,70786,1
542,Other,T3,Independent,C1000,Preservation,Trust,1-99999,43808,0
543,FBI NATIONAL CITIZENS ACADEMY ALUMNI ASSOCIATION INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
544,Other,T3,Independent,C1000,Preservation,Trust,1-99999,240757,1
545,Other,T3,Independent,C2000,Preservation,Trust,1-99999,5000,0
546,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
547,HEARING LOSS ASSOCIATION OF AMERICA INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
548,FLEET RESERVE ASSOCIATION,T19,Independent,C1000,Preservation,Association,0,5000,0
549,JAMESTOWNE SOCIETY,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
550,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
551,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
552,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
553,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
554,Other,T3,Independent,C2100,Preservation,Association,1-99999,6354,1
555,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,27001,0
556,Other,T4,Independent,C3000,ProductDev,Trust,1-99999,49983,0
557,SWEET ADELINES INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
558,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
559,LOUISIANA GARDEN CLUB FEDERATION,T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
560,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
561,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
562,CALIFORNIA STATE CHAPER WOMENS COUNCIL OF REALTORS,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
563,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
564,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
565,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
566,POP WARNER LITTLE SCHOLARS INC,T3,CompanySponsored,C2000,Preservation,Trust,1-99999,5000,1
567,Other,T3,Independent,Other,Preservation,Trust,1-99999,9246,1
568,Other,T3,Independent,C1200,Preservation,Association,1-99999,90657,1
569,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
570,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
571,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
572,Other,T3,Independent,C1000,Preservation,Trust,1-99999,36355,1
573,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,22840,1
574,SOCIETY OF FIRE PROTECTION ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
575,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
576,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,9516,1
577,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,215957,1
578,Other,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
579,Other,T3,Independent,C1000,Preservation,Co-operative,1-99999,805021,1
580,NATIONAL COUNCIL OF TEACHERS OF ENGLISH,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
581,Other,T3,Independent,C1000,Preservation,Trust,1M+,2238748,1
582,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
583,Other,T3,Independent,Other,Preservation,Trust,1-99999,5000,1
584,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
585,ALPHA PHI OMEGA,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
586,Other,T6,Independent,C2000,ProductDev,Trust,100000-499999,8517,0
587,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,0
588,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,13541,1
589,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Association,1-99999,410489,1
